category_grouped,customer_state,state_share
art,PB,0.005458122240272786
art,PE,0.005105528534778449
art,PI,0.010916244480545572
art,PR,0.03143429526041134
art,RJ,0.12937286111737512
art,RN,0.004853473596714224
art,RO,0.008948304311024466
art,RS,0.02733521642916743
art,SC,0.019792330803697706
art,SP,0.5834193872020521
audio,AL,0.012012257739846245
audio,AM,0.0020373235975367117
audio,BA,0.030162101796448723
audio,CE,0.019224272986063908
audio,DF,0.041312859651298
audio,ES,0.02533659954984274
audio,GO,0.037209750762728915
audio,MA,0.015279838038733163
audio,MG,0.11089387328249244
audio,MS,0.0036820537104175666
audio,MT,0.01349386677188006
audio,PA,0.01082736186250476
audio,PB,0.0018420052259226969
audio,PE,0.009649225637368496
audio,PI,0.006175120175053645
audio,PR,0.056291003738977094
audio,RJ,0.18117344360342116
audio,RN,0.003986771716405551
audio,RS,0.04469926752052933
audio,SC,0.03151545532216769
audio,SP,0.3394080074484252
audio,TO,0.0037875398619358824
auto,AC,0.000967165540133337
auto,AL,0.007731333508547552
auto,AM,0.0012813471274178171
auto,AP,0.0020554039401047912
auto,BA,0.05004201678277908
auto,CE,0.020264902332441027
auto,DF,0.02928978376951246
auto,ES,0.020602740323307202
auto,GO,0.019811850788615217
auto,MA,0.010254093883834843
auto,MG,0.12300646033149153
auto,MS,0.011705813874601978
auto,MT,0.017363478770730273
auto,PA,0.014446829778178183
auto,PB,0.007982670011332425
auto,PE,0.022164179853601782
auto,PI,0.017426075455686404
auto,PR,0.04966452253538375
auto,RJ,0.1109579719807945
auto,RN,0.00699515032037185
auto,RO,0.002869964490116321
auto,RR,0.00037582850928025814
auto,RS,0.044442930343697735
auto,SC,0.046905607252939366
auto,SE,0.004695744969883673
auto,SP,0.35224599725688
auto,TO,0.004450136268336617
baby,AC,0.0018208262834792462
baby,AL,0.0022383778318633765
baby,AM,0.0016642131302045424
baby,BA,0.03845869854302575
baby,CE,0.011870567038594368
baby,DF,0.02132152350435587
baby,ES,0.02068306388283933
baby,GO,0.02386034800946144
baby,MA,0.013319384878661767
baby,MG,0.11748066318278272
baby,MS,0.011077081277089638
baby,MT,0.016535300249758304
baby,PA,0.02408798000730778
baby,PB,0.005367529516045728
baby,PE,0.013288960163418935
baby,PI,0.01052720205506527
baby,PR,0.052745117438774386
baby,RJ,0.1048575595018265
baby,RN,0.005819661248672912
baby,RO,0.005584866809283477
baby,RR,0.0022509277658791225
baby,RS,0.07455602572448305
baby,SC,0.04151378264658605
baby,SE,0.0039266676241646835
baby,SP,0.3700735401075218
baby,TO,0.00507013157885395
bed_bath_table,AC,0.0005780173039671223
bed_bath_table,AL,0.0022570818138736297
bed_bath_table,AM,0.0007512766378654042
bed_bath_table,AP,0.0007013025821315637
bed_bath_table,BA,0.026480726090670217
bed_bath_table,CE,0.0077392994906264855
bed_bath_table,DF,0.01636618443908012
bed_bath_table,ES,0.02173244158363654
bed_bath_table,GO,0.022005234571124008
bed_bath_table,MA,0.004267911885171065
bed_bath_table,MG,0.12747198818680275
bed_bath_table,MS,0.0055943843252923035
bed_bath_table,MT,0.00700316650601376
bed_bath_table,PA,0.004378205502913472
bed_bath_table,PB,0.0037790508471431364
bed_bath_table,PE,0.010265762984833823
bed_bath_table,PI,0.00408857117894026
bed_bath_table,PR,0.044010253942964955
bed_bath_table,RJ,0.14578777451597655
bed_bath_table,RN,0.0035384500783333358
bed_bath_table,RO,0.0018846037362644475
bed_bath_table,RR,0.0006572664325415364
